tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
10877,sprintcare,FALSE,Wed Nov 01 00:32:11 +0000 2017,@118030 Hey there! We are happy to hear this. -JC,10878,10879
11317,sprintcare,FALSE,Wed Nov 01 00:59:20 +0000 2017,@118155 We understand. Please send us a DM so we can further assist. -RW,,11318
11319,sprintcare,FALSE,Wed Nov 01 00:56:26 +0000 2017,"@118155 Hey Malika, this is not the kind of feedback we like to hear! Please send us a DM elaborating on the issue. We're here to help! -RW",11318,11320
11321,sprintcare,FALSE,Wed Nov 01 00:58:35 +0000 2017,"@118157 Let's look into this. Please send us a Direct Message, so that we can further assist you. -RL https://t.co/rMApsV8PQY",,11322
11324,sprintcare,FALSE,Wed Nov 01 00:54:21 +0000 2017,"@118158 Hey Azael, su Tweet realmente nos preocupa. Por favor envíenos un DM para poder asistirle. -  EH",,11325
11326,sprintcare,FALSE,Wed Nov 01 00:52:07 +0000 2017,"@118160 We want to help you, in order for us to do so, you'll need to send us a Direct Message so we can better assist. -AG",,11327
12264,sprintcare,FALSE,Wed Nov 01 01:24:04 +0000 2017,@118438 We don't want you to have problems. Shoot us a DM telling us issue? - SP,,12265
12266,sprintcare,FALSE,Wed Nov 01 01:18:03 +0000 2017,@118439 Hi there! What makes you feel this way? -RL,"1,226,712,268",12269
12270,sprintcare,FALSE,Wed Nov 01 01:43:56 +0000 2017,@118439 That's not the way we want you to feel. We keep working hard to restore the service completely in the island. -JT,12271,12267
12272,sprintcare,FALSE,Wed Nov 01 02:16:46 +0000 2017,"@118439 We do anything possible to resolve it. Sprint customers can activate the Roaming feature, Sprint will cover the charges. -JT",,12271
12273,sprintcare,FALSE,Wed Nov 01 01:15:13 +0000 2017,"@118440 Hi there! We'd like to look into this issue for you. Please send us a Direct Message, so that we can further assist you. -AA",,12274
12792,sprintcare,FALSE,Wed Nov 01 01:40:31 +0000 2017,@118553 Now is the right time to switch to sprint learn more at https://t.co/DXeSKlIlYx.  KB,,12793
12795,sprintcare,FALSE,Wed Nov 01 01:39:29 +0000 2017,"@118588 Hey Laura! Don't worry, we're here for you. How long have you had this issue? -CO","1,279,612,797",12798
12799,sprintcare,FALSE,Wed Nov 01 01:59:31 +0000 2017,@118588 Okay no worries! Can you send us a DM so that we can further address this issue? -CO,,12797
12800,sprintcare,FALSE,Wed Nov 01 01:34:48 +0000 2017,@118589 @849 please refer to https://t.co/5BciNqgODO to enter. -FA,,12801
13425,sprintcare,FALSE,Wed Nov 01 01:59:19 +0000 2017,"@118787 Hi there! Are you having issues? Please let us know, in order for us to further assist you. -AA",,13426
13428,sprintcare,FALSE,Wed Nov 01 01:52:50 +0000 2017,@118788 Thank you for reaching out to us. We would like to take a look into this. Please send us a Direct Message. - KC,,13429
13430,sprintcare,FALSE,Wed Nov 01 01:51:08 +0000 2017,"@118789 Hey Keith, this seems very concerning. What issues are you experiencing? Please DM us so we can further assist you! -SB",,13431
13432,sprintcare,FALSE,Wed Nov 01 01:45:32 +0000 2017,@118160 @115714 Thank you for taking my call. I do hope that the transfer to the other department was successful. -AG,"1,343,313,434",13435
13436,sprintcare,FALSE,Wed Nov 01 01:44:45 +0000 2017,"@118790 Hi there, we hope to have all our customers feeling appreciated. It is disappointing to received contrary feedback. -AJS",,13437
13707,sprintcare,FALSE,Wed Nov 01 02:02:00 +0000 2017,@118878 We're here to help. Please send us a DM so we can further assist. -AT,,13708
13981,sprintcare,FALSE,Wed Nov 01 22:36:34 +0000 2017,"@118944 Hey Bill! Thank you for reaching out. I’ll be happy to help, please send us a Direct Message in order for us to further assist. -AD",,13979
14514,sprintcare,FALSE,Wed Nov 01 02:43:24 +0000 2017,@119111 We do apologize that you are having issues with your password. We would be happy to help if needed!,14515,14516
14517,sprintcare,FALSE,Wed Nov 01 02:46:25 +0000 2017,@119111 Thank you for your feedback and we will pass that to our team. Should you need further help please let us know!,,14515
14522,sprintcare,FALSE,Wed Nov 01 02:40:54 +0000 2017,@119113 Yikes! Can you please let us know what seems to be the issue in which led to your feedback? -TC,,14523
14524,sprintcare,FALSE,Wed Nov 01 02:38:06 +0000 2017,"@119114 We would like to look into your coverage for you. Please send us a Direct Message, so that we can further assist you. -JJ",,14525
14526,sprintcare,FALSE,Wed Nov 01 02:30:29 +0000 2017,@119115 Hi there! Tell us how we can change this impression. -JA,"145,271,452,814,529,000,000,000,000,000",14533
14534,sprintcare,FALSE,Wed Nov 01 15:37:20 +0000 2017,@119115 You will need to take the phone in to a Sprint store for diagnostics as long as you have insurance they can order you a new phone. -FR,,14528
14535,sprintcare,FALSE,Wed Nov 01 15:42:10 +0000 2017,@119115 @115714 I am sorry that is never acceptable behavior. -FR,,14530
15473,sprintcare,FALSE,Wed Nov 01 03:10:47 +0000 2017,@119414 Greetings. Is there anything that we may assist you with? -JT,,15474
15475,sprintcare,FALSE,Wed Nov 01 03:00:02 +0000 2017,"@119416 We'd like the opportunity to assist with this. Please send us a Direct Message, so that we can further assist you. -DE",,15476
15993,sprintcare,FALSE,Wed Nov 01 03:27:05 +0000 2017,@119504 We apologize for the misunderstanding. You check the status of your order at https://t.co/RDgqxv7W9w . - KC,15994,15995
15997,sprintcare,FALSE,Wed Nov 01 03:02:59 +0000 2017,@119504 The iPhone X will start to be delivered by 11/14. You can get more information by clicking this link: https://t.co/xJXdj2F9rR . - KC,"1,599,515,998",15999
16001,sprintcare,FALSE,Wed Nov 01 03:26:42 +0000 2017,"@119507 Please send us a Direct Message, so that we can further assist you. -AL",,16002
16008,sprintcare,FALSE,Wed Nov 01 03:25:31 +0000 2017,@119509 Hey there! What seems to be the issue today? -MM,,16009
16010,sprintcare,FALSE,Wed Nov 01 03:25:26 +0000 2017,@119510 We will be glad to have you join our Sprint family. Please reach us via DM for more details. - VC,,16011
16013,sprintcare,FALSE,Wed Nov 01 03:23:25 +0000 2017,"@119512 Please send us a Direct Message, so that we can further assist you. -JE",,16014
16015,sprintcare,FALSE,Wed Nov 01 03:20:38 +0000 2017,"@117877 Hello! Thank you for contacting us, this is really concerning to us, please send us a DM to further assist you. -JG.",,16016
16282,sprintcare,FALSE,Wed Nov 01 03:39:22 +0000 2017,@119576 Hey! Is there anything we can assist you with? -AL,,16283
16287,sprintcare,FALSE,Wed Nov 01 03:38:44 +0000 2017,"@119578 Hello! This is concerning. Please, send us as DM and we will review your coverage. -CL https://t.co/rMApsV8PQY",,10356
16288,sprintcare,FALSE,Wed Nov 01 03:36:59 +0000 2017,"@119579 Thanks for reaching out, I'd be happy to address your queries. Shoot us a DM so we can further assist. - SP",,10355
16289,sprintcare,FALSE,Wed Nov 01 03:30:41 +0000 2017,"@119580 Please send us a Direct Message, so that we can further assist you. -JE",,16290
17563,sprintcare,FALSE,Wed Nov 01 04:38:47 +0000 2017,@119893 Sure thing. When the time comes you can visit this link https://t.co/9ABiXqmY33. -KT,17564,17565
17566,sprintcare,FALSE,Wed Nov 01 03:51:06 +0000 2017,"@119893 Just to calcify, are you speaking about the IPhone X? Is there a particular promotion that you are interested in? DM us to get started. -KT",17565,17567
17601,sprintcare,FALSE,Wed Nov 01 04:36:47 +0000 2017,"@119894 We are here to help! Please send us a Direct Message, so that we can further assist you. - LV. https://t.co/rMApsV8PQY",,17602
17603,sprintcare,FALSE,Wed Nov 01 04:33:53 +0000 2017,"@119895 This is very concerning to hear. Please send us a Direct Message, so that we can further assist you. -JE",,17604
17605,sprintcare,FALSE,Wed Nov 01 04:32:30 +0000 2017,@119896 Hey there! That statement is really a concern to us. Can you explain to us what is happening? -MM,,17606
17802,sprintcare,FALSE,Wed Nov 01 04:56:50 +0000 2017,@119941 Hi there! We saw your tweet and would like to assist you. Please send us a DM and follow us to further assist you. -GM.,17803,17804
17805,sprintcare,FALSE,Wed Nov 01 04:46:52 +0000 2017,@119942 No problem. We're for you. -KT,,17806
17807,sprintcare,FALSE,Wed Nov 01 04:32:55 +0000 2017,"@119942 Hey there! We will be more than happy to have you join the Sprint family. Visit the link provided to see how, https://t.co/4MjVV3ABaa . -JC","1,780,617,808",17809
19828,sprintcare,FALSE,Wed Nov 01 06:40:35 +0000 2017,@120353 Please send us a Direct Message so that we can further assist. -MM,,19829
19830,sprintcare,FALSE,Wed Nov 01 06:36:17 +0000 2017,"@120353 Hey there! To check updates regarding your order of your iPhone X, you can visit https://t.co/E2O5xci9LH. -MM","1,982,919,831",19832
20854,sprintcare,FALSE,Wed Nov 01 07:23:18 +0000 2017,@120573 We do apologize for the experience in which you had at our store. What seems to be the issue? -MM,"2,085,520,856",20857
20858,sprintcare,FALSE,Wed Nov 01 07:44:36 +0000 2017,"@120573 To activate your device, you can either visit the link provided, https://t.co/cLSUsitfDr or call 866-782-8777 for further assistance. -MM",,20855
21179,sprintcare,FALSE,Wed Nov 01 07:36:35 +0000 2017,@120645 Hi there! We saw your tweet and would like to assist you. Please send us a DM and follow to further assist. -GM.,,21180
21647,sprintcare,FALSE,Wed Nov 01 07:48:32 +0000 2017,"@120718 We are here to help! Please send us a Direct Message, so that we can further assist you. - LV. https://t.co/rMApsV8PQY",,17569
25116,sprintcare,FALSE,Wed Nov 01 09:44:17 +0000 2017,@121422 Hey there! Questions? You’ve come to the right place. Please let us know how we can be of assistance today. - RC,25117,25118
25593,sprintcare,FALSE,Sun Nov 05 18:12:53 +0000 2017,"@121550 Hi there Danny, this issue concerns us greatly. Please send us a Direct Message, so that we can further assist you. -KK",,25594
25595,sprintcare,FALSE,Sun Nov 05 18:11:32 +0000 2017,"@121551 We would love to look into this situation. Please send us a Direct Message, so that we can further assist you. -DD",,25596
25597,sprintcare,FALSE,Sat Nov 04 20:36:59 +0000 2017,@121551 This is not the kind of feedback we like to get.  Please tell us was your issue resolved? -JR,25596,25598
25599,sprintcare,FALSE,Sun Nov 05 18:04:32 +0000 2017,@121552 Hey! I'd like to help you out with this issue you're having. Can you shoot us a DM for us to have a chat? -ResolutionSup DC,,25600
25601,sprintcare,FALSE,Sun Nov 05 18:03:19 +0000 2017,@121553 we hate to hear this and apologize for the inconvenience. But is there something I can help you with today.,25602,25603
25604,sprintcare,FALSE,Sun Nov 05 18:15:25 +0000 2017,@121553 will address it. Also I'm going to direct message you some information about getting your phone replaced.,,25602
25605,sprintcare,FALSE,Sun Nov 05 18:15:20 +0000 2017,"@121553 I understand the frustration, if you can send me the store information I will submit this to my manager and they",,25602
25606,sprintcare,FALSE,Sun Nov 05 18:02:18 +0000 2017,@121554 we apologize for the inconvenience you are having today. But how can I help you today?,"25,607,256,082,560,900,000",25611
25612,sprintcare,FALSE,Sun Nov 05 19:13:53 +0000 2017,@121554 services team to see what can be done on this issue.,,25607
25613,sprintcare,FALSE,Sun Nov 05 19:13:47 +0000 2017,@121554 We hate to hear you wanting to leave. If you can send a callback number I can call you and get you to our account,,25608
25614,sprintcare,FALSE,Sun Nov 05 19:20:47 +0000 2017,"@121554 We understand that this can be frustrating. Please send us a Direct Message, so that we can further assist you. -CP",,25609
25615,sprintcare,FALSE,Sun Nov 05 18:01:04 +0000 2017,@121555 We will reach out to you today to address your concerns.,25616,25617
26039,sprintcare,FALSE,Wed Nov 01 09:56:09 +0000 2017,"@121683 I'd be happy to assist you with this, shoot us a DM. -AL",26040,26041
26447,sprintcare,FALSE,Thu Nov 02 17:54:54 +0000 2017,"@121770 Thanks for reaching out to us. Please send us a Direct Message, so that we can further assist you. -MJ",26448,26449
26450,sprintcare,FALSE,Thu Nov 02 17:51:51 +0000 2017,"@121771 Good afternoon. We truly hate to see you leave. If there is anything we can do, please allow us to try.",26451,10372
26453,sprintcare,FALSE,Thu Nov 02 17:50:46 +0000 2017,@121772 Is there anything we can do to help at all? Ange L,,26454
26455,sprintcare,FALSE,Thu Nov 02 17:45:38 +0000 2017,@121772 Oh no. Hey Cheyenne. We would like to change your mind today. Would you please send us a DM? Thank you. Ange L,26454,26456
26457,sprintcare,FALSE,Thu Nov 02 17:49:57 +0000 2017,@121773 Sounds like something we should look into. What's going on? -JT,26458,26459
26460,sprintcare,FALSE,Thu Nov 02 18:14:59 +0000 2017,@121774 Sounds like something we should look into. What's going on? Please send us a DM and follow us so we can help. -JT,26461,26458
26531,sprintcare,FALSE,Tue Nov 07 17:29:13 +0000 2017,@121791 The 7 years of your loyalty to us is appreciated. Can you please send me a Direct message for further assistance? -DS,,26532
26533,sprintcare,FALSE,Tue Nov 07 17:28:27 +0000 2017,@121792 We do apologize for the inconvenience caused. Did you try blocking the notification that is being sent to you? - AM,,26534
26535,sprintcare,FALSE,Tue Nov 07 17:26:03 +0000 2017,"@121793 We would like to assist you with your issue. Please send us a Direct Message, so that we can further assist you. -ES",,26536
26538,sprintcare,FALSE,Tue Nov 07 17:24:10 +0000 2017,@121794 We apologize for the issues you have experienced. DM your phone number so that we may research your concerns and reach out.,,26539
26540,sprintcare,FALSE,Tue Nov 07 17:18:02 +0000 2017,@121795 The store will give you a free sim card for the sprint network -FR,26541,26542
26545,sprintcare,FALSE,Tue Nov 07 17:17:36 +0000 2017,@121795 Give us a call at 866-789-8292 to establish an account or go to a sprint store -FR,,26544
26564,sprintcare,FALSE,Tue Nov 07 17:15:36 +0000 2017,"@121800 To continue our conversation can you please send a private message, so that I can gain further details about your account?",,26565
26567,sprintcare,FALSE,Tue Nov 07 17:10:51 +0000 2017,@121800 Hello there! Thank you for reaching out to us today. How can I assist you today?,"2,656,826,565",26569
26566,sprintcare,FALSE,Tue Nov 07 17:15:31 +0000 2017,@121800 Oh no! It would be my pleasure to assist.,,26565
26570,sprintcare,FALSE,Tue Nov 07 17:15:23 +0000 2017,@121801 Hey there. We dont want you to have any problems. Were you able to get the assistance you need with out Telesales Department -  CF,,26571
28007,sprintcare,FALSE,Wed Nov 01 10:43:21 +0000 2017,"@122141 We would be happy to provide you with this information. Please send us a Direct Message, so that we can further assist you. -KA",,28008
28010,sprintcare,FALSE,Wed Nov 01 10:39:18 +0000 2017,@122141 Hi! What would you like to know the cost of? -KA,"2,801,128,008",17570
28012,sprintcare,FALSE,Wed Nov 01 10:50:35 +0000 2017,"@122141 We completely understand in order to assist you, please send us a DM. -KA",28013,28011
28014,sprintcare,FALSE,Wed Nov 01 11:17:15 +0000 2017,@122141 What device are you interested in? Can you please elaborate on what you're inquiring about so we can better assist. -AF,28015,28013
28017,sprintcare,FALSE,Tue Nov 07 03:58:01 +0000 2017,"@122141 We would be more than happy to assist you with this. Please send us a Direct Message, so that we can further assist you. -PP",,28016
28550,sprintcare,FALSE,Wed Nov 01 10:57:19 +0000 2017,@122249 I know this is confusing and I promise to get down to the bottom of it. Shoot us a DM so we can further discuss. - SP,"28,551,285,522,855,300,000",28555
28557,sprintcare,FALSE,Wed Nov 01 11:33:51 +0000 2017,"@122249 Please send us a Direct Message, so that we can further assist you. - LS",28558,28554
30045,sprintcare,FALSE,Wed Nov 22 17:22:24 +0000 2017,@122608 Hate to hear you are having this issue.  If you are unable to get a message to go through while on Wi-Fi then that sounds like an issue with the Wi-Fi itself unless it happens on every Wi-Fi.  Is your imessages off?,30046,30047
30048,sprintcare,FALSE,Wed Nov 22 17:29:11 +0000 2017,"@122608 Well that sounds extremely frustrating, especially considering what you do.  Our steps we have are for when a customer can not send on our network.  However, have you tried backing up your phone, then resetting your phone through ITunes?",30049,30046
30051,sprintcare,FALSE,Wed Nov 22 17:38:40 +0000 2017,@122608 Ok let see what Apple comes up with to see if the phone need a reset the chat will be open. Just let us know the outcome with apple solution.,,30050
30055,sprintcare,FALSE,Wed Nov 22 17:19:25 +0000 2017,@122610 We'd like to take a look in your area to check the services. Please send us a DM in order to further assist. - EG,30056,30057
